,hour,minute,second,azimuth,elevation,power
2016-11-23 16:15:06,0.8421052631578947,0.2542372881355932,0.1016949152542373,0.8,0.6666666666666666,
2016-11-23 16:15:11,0.8421052631578947,0.2542372881355932,0.1864406779661017,0.8,0.8333333333333334,
2016-11-23 16:15:16,0.8421052631578947,0.2542372881355932,0.2711864406779661,0.8,1.0,
2016-11-23 16:15:21,0.8421052631578947,0.2542372881355932,0.3559322033898305,0.9,0.0,
2016-11-23 16:15:26,0.8421052631578947,0.2542372881355932,0.4406779661016949,0.9,0.16666666666666666,
2016-11-23 16:15:31,0.8421052631578947,0.2542372881355932,0.5254237288135594,0.9,0.3333333333333333,
2016-11-23 16:15:36,0.8421052631578947,0.2542372881355932,0.6101694915254238,0.9,0.5,
2016-11-23 16:15:41,0.8421052631578947,0.2542372881355932,0.6949152542372882,0.9,0.6666666666666666,
2016-11-23 16:15:46,0.8421052631578947,0.2542372881355932,0.7796610169491526,0.9,0.8333333333333334,
2016-11-23 16:15:51,0.8421052631578947,0.2542372881355932,0.864406779661017,0.9,1.0,
2016-11-23 16:15:56,0.8421052631578947,0.2542372881355932,0.9491525423728814,1.0,0.0,
2016-11-23 16:16:01,0.8421052631578947,0.2711864406779661,0.01694915254237288,1.0,0.16666666666666666,
2016-11-23 16:16:06,0.8421052631578947,0.2711864406779661,0.1016949152542373,1.0,0.3333333333333333,
2016-11-23 16:16:11,0.8421052631578947,0.2711864406779661,0.1864406779661017,1.0,0.5,
2016-11-23 16:16:16,0.8421052631578947,0.2711864406779661,0.2711864406779661,1.0,0.6666666666666666,
2016-11-23 16:16:21,0.8421052631578947,0.2711864406779661,0.3559322033898305,1.0,0.8333333333333334,
2016-11-23 16:16:26,0.8421052631578947,0.2711864406779661,0.4406779661016949,1.0,1.0,
2016-11-23 16:16:31,0.8421052631578947,0.2711864406779661,0.5254237288135594,0.0,0.0,
2016-11-23 16:16:36,0.8421052631578947,0.2711864406779661,0.6101694915254238,0.0,0.16666666666666666,
2016-11-23 16:16:41,0.8421052631578947,0.2711864406779661,0.6949152542372882,0.0,0.3333333333333333,
2016-11-23 16:16:46,0.8421052631578947,0.2711864406779661,0.7796610169491526,0.0,0.5,
2016-11-23 16:16:51,0.8421052631578947,0.2711864406779661,0.864406779661017,0.0,0.6666666666666666,
2016-11-23 16:16:56,0.8421052631578947,0.2711864406779661,0.9491525423728814,0.0,0.8333333333333334,
2016-11-23 16:17:01,0.8421052631578947,0.288135593220339,0.01694915254237288,0.0,1.0,
2016-11-23 16:17:06,0.8421052631578947,0.288135593220339,0.1016949152542373,0.1,0.0,
